0_ID	Name	Address	Phone Number	Website	Monday Hours	Tuesday Hours	Wednesday Hours	Thursday Hours	Friday Hours	Saturday Hours	Sunday Hours
ChIJK_e4RCT9zUwRX4vRlfKQhIo	Phynicia Restaurant	605 Longfields Dr Unit: 9, Nepean, ON K2J 6T7, Canada	(613) 440-3050	http://phynicia.ca/	09:00 - 15:00	09:00 - 16:00	09:00 - 17:00	09:00 - 17:00	09:00 - 17:00	09:00 - 14:00	09:00 - 14:00
ChIJKd-IOfABzkwRX221xzLOTqA	L'Aubergiste Resto Bistro	58 Rue Principale, Gatineau, QC J9H 3L6, Canada	(819) 557-3858	n/a	17:00 - 21:00	12:00 - 15:00	17:00 - 21:30	12:00 - 15:00	17:00 - 22:00	17:00 - 22:00	n/a
ChIJKdzKbuD8zUwRYzTnuHS338E	Chillies Indian Restaurant	1581 Greenbank Rd, Nepean, ON K2J 4Y6, Canada	(613) 843-9559	https://chilliesindiancusine.ca/	11:30 - 14:30	16:30 - 21:00	11:30 - 14:30	16:30 - 21:00	11:30 - 14:30	16:30 - 21:00	11:30 - 14:30
ChIJL1VXRr8S0kwRCTgImjZ4f_g	Gourmet Restaurant	10511 Hwy 7, Carleton Place, ON K7C 0C4, Canada	(613) 257-2887	n/a	06:00 - 20:00	06:00 - 20:00	06:00 - 20:00	06:00 - 20:00	06:00 - 21:00	06:00 - 21:00	06:00 - 21:00
ChIJL45eUW4A0kwR2f4Zygk-LHA	Fratelli Kanata	499 Terry Fox Dr, Ottawa, ON K2T 1H7, Canada	(613) 592-0225	http://www.fratellikanata.ca/	17:00 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 22:00	11:30 - 22:00	11:30 - 23:00	11:30 - 23:00
ChIJL7i5TfIBzkwR1SqoIzCdhLw	Restaurant Le Choix	139 Rue Principale, Gatineau, QC J9H 3M7, Canada	(819) 685-5555	https://restozone.ca/aylmer/lechoix	15:00 - 20:00	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00
ChIJL9bDdIgB0kwRSNMYoeE3x28	Pure Kitchen Kanata	499 Terry Fox Dr #55, Kanata, ON K2T 1H7, Canada	(613) 435-8492	https://www.purekitchenottawa.com/	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	n/a
ChIJL9hckCcB0kwRV0p6JawYzvQ	McDonald's	3015 Palladium Dr, Kanata, ON K2T 0N2, Canada	(613) 591-6006	https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MjAxMzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00
ChIJLSdhx_L8zUwRcuLNUJifhu0	San Marino Pizza	2201 Jockvale Rd, Nepean, ON K2J 3N1, Canada	(613) 825-2885	http://www.sanmarinopizza.ca/	16:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJLaCBUpL_zUwRm9XXR6JeW0E	Moose McGuire’s	320 Eagleson Rd, Kanata, ON K2M 1C9, Canada	(613) 271-7997	https://www.facebook.com/MooseMcGuiresKanata/	09:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 02:00	11:00 - 02:00	11:00 - 02:00
ChIJM01zlW4HzkwRSRBahjy_OGo	La Poutinerie	1141 Baxter Rd, Ottawa, ON K2C 3R4, Canada	(613) 416-1111	http://lapoutinerie.ca/	11:00 - 00:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 02:00	11:00 - 02:00
ChIJM0lif_v_0UwRoOJzRygb5ls	Bento Sushi	4048 Carling Ave, Kanata, ON K2K 1Y1, Canada	(905) 513-0028	https://www.bentosushi.com/	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00
ChIJM2NTtf0B0kwR9zLVHUzuwA0	Pera Bar & Bistro	790 Av. Kanata unit, Ottawa, ON K2T 1H8, Canada	(613) 595-0707	http://perabarbistro.ca/	14:00 - 22:00	16:00 - 23:00	16:00 - 23:00	16:00 - 23:00	16:00 - 23:00	16:00 - 23:00	n/a
ChIJM50sdMMAzkwRnX9EzoCcUZ8	A&W Canada	100 Bayshore Dr, Ottawa, ON K2B 8C1, Canada	(613) 828-8191	http://aw.ca/	10:00 - 17:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00
ChIJM5B-F6f_zUwRj2n462mcBzQ	Popeyes Louisiana Kitchen	457 Hazeldean Rd, Kanata, ON K2L 3P3, Canada	(343) 545-0701	https://www.popeyeschicken.ca/	10:30 - 21:00	10:30 - 21:00	10:30 - 21:00	10:30 - 21:00	10:30 - 21:30	10:30 - 21:30	10:30 - 21:30
ChIJMQYownUA0kwRkSGSAnWPRyU	Tomaso Grilled Pizza & Panini	450 Av. Kanata, Kanata, ON K2T 1K5, Canada	(613) 599-4399	https://www.tomaso.ca/	16:00 - 20:00	16:00 - 20:00	11:00 - 14:00	16:00 - 20:00	11:00 - 14:00	16:00 - 20:00	11:00 - 14:00
ChIJMTsMPnEA0kwRzzb1RUF13GA	Via Cibo	120 Earl Grey Dr #100A, Kanata, ON K2T 1G7, Canada	(613) 599-9979	https://www.viacibo.com/	11:30 - 20:00	11:30 - 20:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00
ChIJMUBwzakA0kwRG-IBWI3QvH8	Quesada Burritos & Tacos	1261 Stittsville Main St, Stittsville, ON K2S 2E4, Canada	(613) 292-1232	http://www.quesada.ca/	12:00 - 19:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJMYFAbSb-zUwRcGE62ovJGw0	Sukhothai Restaurant	2134 Robertson Rd, Nepean, ON K2H 5Z1, Canada	(613) 829-1010	https://www.sukhothaiottawa.ca/	11:30 - 14:00	17:00 - 21:00	11:30 - 14:00	17:00 - 21:00	11:30 - 14:00	17:00 - 21:00	11:30 - 14:00
ChIJMcNcn-ABzkwRJCmUNTs8zIg	Sushi haru haru	181 Rue Principale, Gatineau, QC J9H 6J9, Canada	(819) 557-7788	n/a	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	n/a	n/a	n/a
ChIJN0rwmfIB0kwR4cVKxMwRUg8	The Continental	2590 Carp Rd, Carp, ON K0A 1L0, Canada	(613) 836-2100	https://continentalcarp.ca/	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	n/a
ChIJN2Ez9qgA0kwR1wdekeHiKsc	McDonald's	1250 Main Street North Unit 1, Stittsville, ON K2S 1S9, Canada	(613) 831-4440	https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MTkyNjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00
ChIJN6PFnSD-zUwR5Z-i1_reHlM	Scotty's Corner Diner	2006 Robertson Rd, Nepean, ON K2H 1A5, Canada	(613) 695-2222	https://www.facebook.com/pages/Scottys-Corner-Diner/1107539135949031	08:30 - 19:00	08:30 - 19:00	08:30 - 20:00	08:30 - 20:00	08:30 - 20:00	08:30 - 20:00	08:30 - 20:00
ChIJNZJz3l4DzkwRMmFgjJWVKhc	Restaurant La Station	611 Bd Saint-Joseph, Gatineau, QC J8Y 4A6, Canada	(819) 777-3333	https://www.lastation.ca/	09:00 - 21:00	08:00 - 21:00	08:00 - 21:00	08:00 - 21:00	08:00 - 21:00	08:00 - 22:00	08:00 - 22:00
ChIJNaZOYIwBzkwR8W9Hz0hLiMs	Chez Gaston Shawarma	420 Bd Wilfrid-Lavigne, Gatineau, QC J9H 6W7, Canada	(819) 682-7777	http://www.shawarmachezgaston.com/	11:45 - 20:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:30	11:00 - 22:30	11:00 - 21:00
ChIJNwYHA5cAzkwRgDnZyZ-tkOw	B C Subs Inc	90 Robertson Rd, Nepean, ON K2H 8V5, Canada	(613) 596-0922	n/a	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00
ChIJNwx7Nz76zUwRBHhESEh61fo	Blue Diamond Bar & Grill	6179 Perth St Unit 150, Richmond, ON K0A 2Z0, Canada	(613) 838-2122	http://www.bluediamondbar.ca/	07:00 - 22:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00
ChIJO2DS_FX_zUwRke7xLrMB0XE	New Queen Restaurant	1 Hobin St, Stittsville, ON K2S 1A6, Canada	(613) 836-6672	http://www.newqueenrestaurants.com/	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	n/a
ChIJO5_cFZ3_zUwR4Z_jluNWoOk	D'ARCY MCGEE's KANATA	655 Terry Fox Dr, Kanata, ON K2L 4E7, Canada	(613) 836-8311	https://www.darcymcgees.com/	11:00 - 00:00	11:00 - 22:00	11:00 - 22:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00
ChIJO8P6VtD_zUwRaxGTY1eVQis	Ting's Kitchen	3-701 Eagleson Rd, Kanata, ON K2M 2G1, Canada	(613) 592-7888	https://tingskitchen.ca//	15:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	15:00 - 21:30
ChIJO9lKW57_zUwRtBTbA7lstQY	The Burbs Pub & Eatery	501 Hazeldean Rd, Kanata, ON K2L 1V6, Canada	(613) 435-8833	https://www.burbspub.ca/	09:00 - 22:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 01:00	09:00 - 01:00
ChIJOQSP6ysHzkwR6ba8QaEX1tw	Beneci Pizzeria Nepean	1105 Cobden Rd, Ottawa, ON K2C 2Z1, Canada	(613) 828-2828	http://irispizza.com/	15:00 - 21:00	15:00 - 21:00	15:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	12:00 - 22:00
ChIJOSXh7_b8zUwRqZyRpauTBZA	Willy's Pizza	3023 Cedarview Rd, Nepean, ON K2J 4A8, Canada	(613) 825-9444	https://www.foodbooking.com/ordering/restaurant/menu?restaurant_uid=ae21e890-0dde-48a5-a9a2-4ae5139fde82&client_is_mobile=true&glfa_cid=1264625401.1587217975&glfa_t=1590327683511	11:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 02:00	10:00 - 02:00
ChIJOSXh7_b8zUwRqiYFFuErawE	Barrhaven Lucky Panda Chinese Food	3023 Cedarview Rd, Nepean, ON K2J 4A8, Canada	(613) 825-8080	http://www.luckypanda.ca/	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00
ChIJOXiLno4BzkwRc01S5Sdm_HI	Coco Frutti Gatineau	210 Chem. d'Aylmer, Gatineau, QC J9H 1A2, Canada	(819) 557-0986	http://www.cocofrutti.com/	06:30 - 15:00	06:30 - 14:30	06:30 - 14:30	06:30 - 14:30	06:30 - 14:30	06:30 - 14:30	06:30 - 15:00
ChIJObch0kf50UwRa7YWL0Rqlxg	Constance Lake Lodge	175 Constance Lake Rd, Kanata, ON K2K 1X7, Canada	(613) 832-2097	https://www.facebook.com/ConstanceLakeLodge/	08:00 - 15:00	08:00 - 15:00	08:00 - 15:00	08:00 - 15:00	08:00 - 15:00	n/a	n/a
ChIJOcnVsp__0UwRMGq9rXhba7Q	Willy's Pizza	1104 Klondike Rd, Kanata, ON K2K 0G1, Canada	(613) 595-1500	http://www.willyspizza.ca/	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 00:00	10:00 - 00:00	10:00 - 00:00
ChIJOeQkzcwGzkwReKGrXbHgMNg	Pookie's Thai	2280 Carling Ave, Ottawa, ON K2B 7G1, Canada	(613) 321-1733	http://www.pookiesthai.com/	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	n/a
ChIJP2neNWUBzkwRhIvK7ajZaEM	Bistro Le District	55 Imp. Lady-Colborne B, Gatineau, QC J9H 1Z2, Canada	(819) 557-0505	https://ledistrictaylmer.com/	11:00 - 14:00	11:00 - 14:00	11:00 - 14:00	11:00 - 14:00	11:00 - 14:00	16:00 - 19:00	11:00 - 14:00
ChIJP3lzG_EBzkwRCw2JmtC5d58	Amazonas Peruvian Restaurant	19 Chem. Eardley, Gatineau, QC J9H 4J8, Canada	(819) 684-9676	http://amazonasrestaurant.com/	11:00 - 20:00	15:00 - 21:00	15:00 - 21:00	15:00 - 21:00	11:00 - 21:00	n/a	n/a
ChIJPTRepnUA0kwR44p6fxVHbww	Milestones	435 Av. Kanata, Kanata, ON K2T 1K5, Canada	(613) 595-1968	http://www.milestonesrestaurants.com/	10:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	10:00 - 23:00
ChIJPYgHD5YHzkwRv6diaN9uQzI	Mucho Burrito Fresh Mexican Grill	1365 Woodroffe Ave Unit D, Ottawa, ON K2J 1V7, Canada	(613) 421-0424	https://locations.muchoburrito.com/ll/CA/ON/Ottawa/1365-Woodroffe-Avenue	11:00 - 21:00	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00
ChIJPZZvYXAA0kwRpY-70x8NFKU	Glen's Chip Wagon	8181 Campeau Dr, Kanata, ON K2T 1B7, Canada	n/a	n/a	10:30 - 17:00	10:30 - 18:00	10:30 - 18:00	10:30 - 18:00	10:30 - 18:00	10:30 - 18:00	10:30 - 18:00
ChIJPdcO1N4B0kwRwXIJk8_ClIE	Fat Bastard Burrito Co.	1110 Carp Rd, Stittsville, ON K2S 1B9, Canada	(613) 301-9595	n/a	11:30 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00
ChIJQ-OFLq34zUwRvZh6XFuMGtY	Thailicious	1488 Stittsville Main St, Stittsville, ON K2S 1E3, Canada	(613) 261-1500	n/a	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	n/a
ChIJQ1NGkbz_zUwRbZKnIPTb_mo	Dairy Queen Grill & Chill	415 Hazeldean Rd, Kanata, ON K2L 4C6, Canada	(613) 591-8335	https://www.dairyqueen.com/ca-en/Locator/Detail/?localechange=1&store-id=2049&y_source=1_ODk5MzkzOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00
ChIJQ3CZmLIA0kwRpVRFDOq28Hk	NeXT	6400 Hazeldean Rd, Ottawa, ON K2S 1S4, Canada	(613) 836-8002	http://www.nextfood.ca/	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	n/a	n/a
ChIJQ8XPeor_zUwRsrEbiVfMdXM	Graffiti's Italian Eatery	101 Av. Kanata, Kanata, ON K2T 1E6, Canada	(613) 271-0921	http://www.graffitis.ca/	07:00 - 20:00	06:30 - 21:00	06:30 - 21:00	06:30 - 21:00	06:30 - 21:00	06:30 - 21:00	19:00 - 21:00
ChIJQ91BfhoCzkwRhhm6TqyoxZ4	Aki Sushi	799 Bd Wilfrid-Lavigne, Gatineau, QC J9J 1V2, Canada	(873) 870-1444	https://na1-web.ishopfood.com/#/aki-sushi/aylmer/menu	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ChIJQTXucD3_zUwRQdinOjY0kyY	Mandarin Restaurant	150 Katimavik Rd, Ottawa, ON K2L 2N2, Canada	(613) 271-6000	https://mandarinrestaurant.com/kanata/	11:30 - 15:00	16:30 - 21:00	11:30 - 15:00	17:00 - 21:00	11:30 - 15:00	17:00 - 21:00	11:30 - 15:00
ChIJQUr9t_L8zUwRyovcjqdQRX0	The Royal Oak - Barrhaven	4110 Strandherd Dr, Nepean, ON K2J 0V2, Canada	(613) 825-8251	http://www.royaloakpubs.com/	09:00 - 00:00	11:30 - 00:00	11:30 - 00:00	11:30 - 00:00	11:30 - 02:00	11:30 - 02:00	09:00 - 02:00
ChIJQUs0cgcBzkwRCNIpWzZPLO4	Lokalz	25 Rue Principale, Gatineau, QC J9H 3K9, Canada	(819) 486-0252	http://www.lokalz.ca/	12:00 - 18:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	n/a	n/a	n/a
ChIJQ_v6GaX9zUwRCB2yZX2T_ME	freshii	4235 Strandherd Dr Unit #9, Ottawa, ON K2J 6E5, Canada	(613) 903-6110	http://www.freshii.com/	11:00 - 20:00	10:30 - 20:30	10:30 - 20:30	10:30 - 20:30	10:30 - 20:30	10:30 - 20:30	10:30 - 20:30
ChIJQeb_jTkBzkwR6f8kPdv04xU	HEMPBURGERS by Lyces	3420 Carling Ave, Nepean, ON K2H 5B1, Canada	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ChIJR3cqIWj_zUwR5XvmBodnFaQ	Bento Sushi	700 Eagleson Rd, Kanata, ON K2M 2G9, Canada	(905) 513-0028	https://www.bentosushi.com/	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00
ChIJR5ApG57_zUwR09NLnBQivvI	Wendy's	6 Edgewater St, Kanata, ON K2L 1V8, Canada	(613) 801-3914	https://locations.wendys.com/canada/on/kanata/6-edgewater-drive?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_CA	08:00 - 23:00	08:00 - 23:00	08:00 - 23:00	08:00 - 23:00	08:00 - 23:00	08:00 - 23:00	08:00 - 23:00
ChIJR6npslj8zUwRq-tzScrQIbI	Sizzle n' Grill	200 Kennevale Dr, Nepean, ON K2J 0C3, Canada	(613) 825-7599	https://sizzlebarrhaven.ca/	17:30 - 10:00	21:30 - 01:00	17:30 - 02:00	17:30 - 02:00	17:30 - 02:00	17:30 - 02:00	n/a
ChIJR8eWKTQCzkwRV-yE9jnOXZ0	A&W Canada	479 Chem. Vanier, Gatineau, QC J9J 1Z4, Canada	(819) 557-3790	http://aw.ca/	00:00 - 	n/a	n/a	n/a	n/a	n/a	n/a
ChIJRZNkcaYA0kwRvuZFD7Gcf18	Gabriel Pizza	6081 Hazeldean Rd, Stittsville, ON K2S 1B9, Canada	(613) 319-7777	http://www.gabrielpizza.com/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 00:00	11:00 - 00:00
ChIJS9kjpj4OzkwR9K5Zt49oR_4	Duna Bistro	2130 Robertson Rd, Nepean, ON K2H 5Z1, Canada	(613) 808-8346	http://dunabistro.com/	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	16:00 - 20:00	n/a
ChIJSThDpJ__zUwR0Dx2j_IfqoU	strEATS Kanata Kitchen	484 Hazeldean Rd, Kanata, ON K2L 1V4, Canada	(613) 836-8887	https://streats.ca/	11:00 - 20:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJSVGk3vb_0UwRMKvsxLzOKzM	Tim Hortons	4060 Carling Ave, Kanata, ON K2K 1Y1, Canada	(613) 599-9520	http://www.timhortons.com/ca/locator/storedirections.html?id=101331&utm_source=Google&utm_medium=Local&utm_term=ON&utm_content=Kanata&utm_campaign=Local_Search	05:30 - 22:00	05:30 - 22:00	05:30 - 22:00	05:30 - 22:00	05:30 - 22:00	05:30 - 22:00	05:30 - 22:00
ChIJSWI1eMAB0kwRmvWjHqxMTKQ	Gio's Italian Eatery	266 Westbrook Rd, Carp, ON K0A 1L0, Canada	n/a	https://www.instagram.com/giositalian.eatery/	10:00 - 14:00	10:00 - 14:00	10:00 - 14:00	10:00 - 14:00	10:00 - 14:00	n/a	n/a
ChIJSXfs2yEHzkwR_fxPSzXwDmc	Chances R Restaurant	1365 Woodroffe Ave, Nepean, ON K2G 1V7, Canada	(613) 225-6887	http://www.chancesr.ca/	08:00 - 20:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00
ChIJSYhsgk0B0kwRfETCVzlxysY	Sushi Sama	1261 Stittsville Main St Unit 10, Stittsville, ON K2S 2E4, Canada	(613) 720-9995	https://www.sushisama.com/en/menu/ottawa%20(stittsville)/	16:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	n/a
ChIJSZXZu-MOzkwRXwooM9Frwxc	Ottawa Restaurant Service	364 Ashton Creek Crescent, Ashton, ON K0A 1B0, Canada	(613) 257-7000	n/a	00:00 - 	n/a	n/a	n/a	n/a	n/a	n/a
ChIJSaKkOZ3_zUwRCbhbcSxmSkY	Swiss Chalet	653 Terry Fox Dr, Kanata, ON K2L 4E7, Canada	(613) 831-8400	https://www.swisschalet.com/	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJT3ga7CsHzkwReJ1v_gRCLsA	Silver Dragon Chinese Food Restaurant	1109 Cobden Rd, Ottawa, ON K2C 2Z1, Canada	(613) 828-7220	https://silverdragonmenu.com/	15:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	15:00 - 21:00
ChIJT7DuCM4BzkwRgmPNjcsm8xU	New York Fries Bayshore Shopping Centre	Bayshore Shopping Centre, 100 Bayshore Dr, Nepean, ON K2B 8C1, Canada	(613) 829-3843	https://www.newyorkfries.com/	11:00 - 18:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00
ChIJT7sMA6j_zUwRux9m2St_cXM	Pita Pit	457 Hazeldean Rd, Kanata, ON K2L 1V1, Canada	(613) 836-7482	https://pitapit.ca/location/?y_source=1_MTMwNzgzOTQtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl#/en/kanata-hazeldean-road?utm_source=gmb&utm_medium=organic&utm_campaign=local	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00
ChIJTV7fG_UEzkwRdfAu0tkkaeA	Le Troquet	41 Rue Laval, Gatineau, QC J8X 3G8, Canada	(819) 205-9060	http://letroquet.ca/	13:00 - 00:00	12:00 - 01:00	12:00 - 00:00	12:00 - 01:00	12:00 - 01:00	15:00 - 01:00	n/a
ChIJTWsrAPMBzkwRN07wKxgaaMo	Café Mulligan	149 Rue Principale, Gatineau, QC J9H 3M7, Canada	(819) 557-9777	https://www.cafemulligan.com/	09:00 - 15:00	08:00 - 15:00	08:00 - 15:00	08:00 - 15:00	08:00 - 15:00	08:00 - 15:00	09:00 - 15:00
ChIJTXTEWp__zUwRZjIzK8BzABo	My Thai Village Restaurant	474 Hazeldean Rd unit#5, Kanata, ON K2L 4E5, Canada	(613) 831-5099	http://www.mythaivillage.net/	11:00 - 14:30	16:00 - 20:30	11:00 - 14:30	16:30 - 21:00	11:00 - 14:30	16:30 - 21:00	11:00 - 14:30
ChIJT_Vv2QECzkwRuvIpCV2G_M8	Cafe Aylmer	117 Rue Front, Gatineau, QC J9H 5S9, Canada	(819) 682-2223	https://www.cafeaylmer.com/	07:30 - 15:00	07:30 - 15:00	07:30 - 15:00	07:30 - 15:00	07:30 - 15:00	07:30 - 15:00	n/a
ChIJTaHtlrT_0UwRHFw45Z8a4fQ	Calabogie Brewing Co. - Kanata	105 Schneider Rd Unit 130, Kanata, ON K2K 1Y3, Canada	(613) 608-2739	http://www.calabogiebrewing.com/	11:30 - 19:00	11:30 - 19:00	11:30 - 19:00	11:30 - 21:00	11:30 - 21:00	12:00 - 19:00	n/a
ChIJTxjMIVsHzkwRqxUIxQaGSmY	Cozmos Souvlaki	196 Greenbank Rd, Nepean, ON K2H 5V2, Canada	(613) 596-4040	http://cozmossouvlaki.com/	10:30 - 20:00	10:30 - 20:00	10:30 - 20:00	10:30 - 20:00	10:30 - 20:00	10:30 - 20:00	n/a
ChIJU8j_qiD-zUwRLSFda_38hVc	Starfries	1 Bonner St, Nepean, ON K2H 7S9, Canada	n/a	n/a	11:00 - 16:00	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	11:00 - 18:00	11:00 - 17:00
ChIJUQ0U5iAHzkwRKJMMyXNI8SE	Summerhays Grill	1971 Baseline Rd, Ottawa, ON K2C 0C7, Canada	(613) 228-6049	http://www.summerhaysgrill.ca/	08:00 - 01:00	08:00 - 01:00	08:00 - 01:00	08:00 - 02:00	08:00 - 01:00	08:00 - 03:00	08:00 - 02:00
ChIJUVRZ6xkEzkwRvT_90uCt5fs	Stofa Restaurant	1356 Wellington St. W, Ottawa, ON K1Y 3C3, Canada	(613) 722-6555	http://www.stofarestaurant.com/	17:00 - 20:30	17:00 - 20:30	17:00 - 20:45	17:00 - 20:45	n/a	n/a	n/a
ChIJU_JaYssGzkwRgmCF8fX26wc	Golden Palace Restaurant	2195 Carling Ave, Ottawa, ON K2B 7E8, Canada	(613) 820-8444	http://www.goldenpalacerestaurant.ca/	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00
ChIJUd8q3_YBzkwRMPX8XutGZHU	BBQ Hub	548 Chem. d'Aylmer, Gatineau, QC J9H 1B1, Canada	(819) 557-1551	http://www.gokitchens.ca/	17:00 - 22:00	17:00 - 22:00	17:00 - 22:00	17:00 - 22:00	17:00 - 22:00	17:00 - 22:00	17:00 - 22:00
ChIJUfHa_73_zUwR8NQo36moSDk	Masakali Indian Cuisine	5507 Hazeldean Rd Unit C3-1, Stittsville, ON K2S 0P5, Canada	(613) 878-3939	http://www.masakaliottawa.ca/	11:30 - 22:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 22:00	11:30 - 22:00	n/a
ChIJUfu1oeD8zUwRwXx9DMfBKtM	Five Guys	1181 Greenbank Rd, Nepean, ON K2J 4Y6, Canada	(613) 823-0093	https://restaurants.fiveguys.ca/1181-greenbank-road	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJV2e4qAACzkwRlvmMdHh8mZ0	Pizzeria Supreme	267 Rue Front, Gatineau, QC J9H 6Z9, Canada	(819) 684-4749	n/a	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00
